법정동시군구코드,법정동읍면동코드,법정동지번코드,법정동본번코드,법정동부번코드,도로명,도로명시군구코드,도로명코드,도로명일련번호코드,도로명지상지하코드,도로명건물본번호코드,도로명건물부번호코드,법정동,단지명,지번,전용면적,계약년도,계약월,계약일,거래금액,층,건축년도,단지일련번호,해제여부,해제사유발생일,거래유형,중개사소재지,등기일자,아파트동명,매도자,매수자,토지임대부아파트여부
41135,10200,1,0001,0001,수내로,41135,3180039,00,0,00039,00000,수내동,분당지웰푸르지오,1-1,119.0563,2025,6,25,209000,19,2022,41135-607,None,None,중개거래,경기 성남시 분당구,25.10.13,102,개인,개인,N
41135,10300,1,0200,0000,불정로,41135,3180030,03,0,00141,00000,정자동,정든마을(1단지)(동아),200,124.26,2025,6,21,155000,8,1995,41135-225,None,None,중개거래,경기 성남시 분당구,25.09.30,107,개인,개인,N
41135,11400,1,0077,0000,미금로,41135,3180016,02,0,00184,00000,구미동,까치마을(1단지)(대우롯데선경),77,84.79,2025,6,27,145000,1,1995,41135-232,None,None,중개거래,경기 성남시 분당구,25.09.19,113,개인,개인,N
41135,10300,1,0090,0000,느티로,41135,3180004,01,0,00070,00000,정자동,느티마을(4단지)(공무원),90,58.71,2025,6,12,165000,11,1994,41135-54,None,None,중개거래,경기 성남시 분당구,25.10.23,406,개인,개인,N
41135,10700,1,0147,0000,판교로743번길,41135,4340541,01,0,00007,00000,야탑동,목련마을SK,147,59.93,2025,6,21,61000,13,1998,41135-130,None,None,직거래,None,25.09.09,602,개인,개인,N
41135,10200,1,0024,0000,내정로165번길,41135,4340034,01,0,00035,00000,수내동,양지마을(5단지)(한양501-514),24,28.16,2025,6,23,68900,5,1992,41135-73,None,None,중개거래,경기 성남시 분당구,25.07.18,514,개인,개인,N
41135,10300,1,0028,0001,성남대로,41135,2000005,02,0,00449,00000,정자동,로얄팰리스,28-1,137.76,2025,6,20,195000,25,2003,41135-70,O,25.10.14,중개거래,경기 성남시 분당구,None,None,개인,개인,N
41135,10700,1,0334,0000,장미로,41135,3180048,01,0,00101,00000,야탑동,장미마을(현대),334,75.188,2025,6,23,104000,15,1993,41135-139,None,None,중개거래,경기 성남시 분당구,25.10.31,808,개인,개인,N
41135,10300,1,0180,0000,정자일로,41135,3180021,01,0,00100,00000,정자동,미켈란쉐르빌,180,165.25,2025,6,18,199000,20,2003,41135-241,None,None,중개거래,경기 성남시 분당구,25.11.03,D,개인,개인,N
41135,10900,1,0742,0000,동판교로,41135,3178016,01,0,00153,00000,삼평동,봇들마을8단지(주공),742,84.92,2025,6,26,262000,14,2009,41135-468,None,None,중개거래,경기 성남시 분당구,25.09.01,801,개인,개인,N
41135,10500,1,0096,0000,중앙공원로,41135,3180049,01,0,00054,00000,서현동,시범우성,96,84.6,2025,6,21,190000,10,1991,41135-100,None,None,중개거래,경기 성남시 분당구,25.10.23,210,개인,개인,N
41135,11500,1,0918,0000,판교원로82번길,41135,4340480,01,0,00030,00000,운중동,산운마을13단지(태영),918,101.67,2025,6,21,152000,9,2010,41135-477,O,25.08.13,중개거래,경기 성남시 분당구,None,None,개인,개인,N
41135,10800,1,0494,0000,서판교로,41135,3180044,01,0,00165,00000,판교동,판교원마을12단지(힐스테이트),494,118.6,2025,6,27,159000,12,2009,41135-447,None,None,중개거래,경기 성남시 분당구,25.09.18,1205,개인,개인,N
41135,10500,1,0307,0000,불정로386번길,41135,4340190,01,0,00010,00000,서현동,효자촌(미래타운),307,134.64,2025,6,11,137000,10,1994,41135-108,None,None,중개거래,경기 성남시 분당구,25.09.02,601,개인,개인,N
41135,10700,1,0211,0000,장미로,41135,3180048,01,0,00193,00000,야탑동,매화마을(주공4),211,41.85,2025,6,26,52500,4,1993,41135-249,None,None,중개거래,경기 성남시 분당구,25.09.15,401,개인,개인,N
41135,10500,1,0092,0000,중앙공원로,41135,3180049,01,0,00020,00000,서현동,시범현대,92,108.75,2025,6,11,190000,14,1991,41135-99,None,None,중개거래,경기 성남시 분당구,25.10.02,420,개인,개인,N
41135,10700,1,0330,0000,장미로,41135,3180048,01,0,00055,00000,야탑동,장미마을(코오롱)1,330,74.14,2025,6,18,108000,14,1993,41135-138,None,None,중개거래,경기 성남시 분당구,25.08.20,118,개인,개인,N
41135,10200,1,0036,0000,내정로,41135,3180003,01,0,00185,00000,수내동,양지마을(2단지)(청구),36,84.99,2025,6,27,190000,3,1992,41135-72,None,None,중개거래,경기 성남시 분당구,25.11.14,211,개인,개인,N
41135,10700,1,0330,0000,장미로,41135,3180048,01,0,00055,00000,야탑동,장미마을(코오롱)1,330,84.6,2025,6,19,116000,2,1993,41135-138,None,None,중개거래,경기 성남시 분당구,25.09.25,102,개인,개인,N
41135,10200,1,0052,0000,내정로174번길,41135,4340037,01,0,00042,00000,수내동,파크타운(서안),52,84.78,2025,6,20,152000,6,1993,41135-77,None,None,중개거래,경기 성남시 분당구,25.09.26,140,개인,개인,N
41135,10700,1,0334,0000,장미로,41135,3180048,01,0,00101,00000,야탑동,장미마을(현대),334,41.76,2025,6,26,63000,3,1993,41135-139,O,25.07.16,중개거래,경기 용인시 수지구,None,None,개인,개인,N
41135,10300,1,0200,0000,불정로,41135,3180030,03,0,00141,00000,정자동,정든마을(1단지)(동아),200,124.26,2025,6,27,153000,12,1995,41135-225,None,None,중개거래,경기 성남시 분당구,25.09.11,107,개인,개인,N
41135,10700,1,0525,0000,판교로,41135,3180051,02,0,00519,00000,야탑동,탑마을(경남)1,525,134.79,2025,6,16,95000,1,1994,41135-140,None,None,중개거래,경기 성남시 분당구,25.07.16,714,개인,개인,N
41135,10500,1,0092,0000,중앙공원로,41135,3180049,01,0,00020,00000,서현동,시범현대,92,84.57,2025,6,20,179000,28,1991,41135-99,None,None,중개거래,경기 성남시 분당구,25.07.31,413,개인,개인,N
41135,10600,1,0100,0000,양현로,41135,3180042,02,0,00220,00000,이매동,이매촌(삼성),100,127.83,2025,6,21,155000,4,1994,41135-92,None,None,중개거래,경기 성남시 분당구,25.10.24,1002,개인,개인,N
41135,10700,1,0525,0000,판교로,41135,3180051,02,0,00519,00000,야탑동,탑마을(경남)1,525,134.79,2025,6,26,135900,11,1994,41135-140,O,25.08.19,중개거래,경기 성남시 분당구,None,None,개인,개인,N
41135,10100,1,0066,0000,분당로263번길,41135,4340156,01,0,00024,00000,분당동,장안타운(건영),66,85.0,2025,6,23,106500,13,1993,41135-32,None,None,중개거래,경기 성남시 분당구,25.09.22,120,개인,개인,N
41135,10700,1,0215,0000,장미로,41135,3180048,01,0,00139,00000,야탑동,매화마을공무원2,215,58.71,2025,6,15,77000,14,1995,41135-120,None,None,중개거래,경기 성남시 분당구,25.11.18,203,개인,개인,N
41135,10700,1,0330,0000,장미로,41135,3180048,01,0,00055,00000,야탑동,장미마을(코오롱)1,330,74.14,2025,6,11,106500,5,1993,41135-138,None,None,중개거래,경기 성남시 분당구,25.10.31,132,개인,개인,N
41135,10700,1,0536,0000,야탑로,41135,3180041,01,0,00020,00000,야탑동,탑마을(선경)1,536,83.73,2025,6,16,120000,7,1992,41135-145,None,None,중개거래,경기 성남시 분당구,25.09.12,108,개인,개인,N
41135,10500,1,0091,0000,중앙공원로,41135,3180049,01,0,00017,00000,서현동,시범한양,91,35.1,2025,6,27,85000,4,1991,41135-103,O,25.07.28,중개거래,경기 성남시 분당구,None,None,개인,개인,N
41135,11400,1,0212,0000,미금로22번길,41135,4340093,01,0,00010,00000,구미동,무지개(12단지)(주공),212,59.98,2025,6,25,78000,10,1995,41135-187,None,None,중개거래,경기 성남시 분당구,26.01.05,1209,개인,개인,N
41135,10800,1,0629,0000,판교로,41135,3180051,03,0,00020,00000,판교동,판교원마을3단지(푸르지오),629,84.51,2025,6,30,162000,16,2009,41135-460,O,25.08.14,중개거래,경기 성남시 분당구,None,None,개인,개인,N
41135,10300,1,0112,0000,정자로,41135,3180058,01,0,00115,00000,정자동,한솔마을(5단지)(주공),112,74.16,2025,6,16,120000,13,1994,41135-223,None,None,중개거래,경기 성남시 분당구,25.10.17,506,개인,개인,N
41135,11100,1,0181,0000,정자일로,41135,3180021,02,0,00072,00000,금곡동,청솔마을(한라),181,58.8,2025,6,9,112000,8,1995,41135-159,None,None,중개거래,경기 성남시 분당구,25.09.01,309,개인,개인,N
41135,11600,1,0641,0000,판교대장로5길,41135,4859965,01,None,00030,00000,대장동,판교더샵포레스트12단지,641,84.9852,2025,6,27,112800,5,2021,41135-590,None,None,중개거래,경기 성남시 분당구,25.10.30,1201,개인,개인,N
41135,10600,1,0143,0000,이매로,41135,3180047,01,0,00016,00000,이매동,아름마을(효성),143,130.35,2025,6,26,210000,15,1994,41135-88,None,None,중개거래,경기 성남시 분당구,25.11.14,706,개인,개인,N
41135,10300,1,0111,0000,정자로,41135,3180058,01,0,00143,00000,정자동,한솔마을(2단지)(LG),111,101.85,2025,6,7,145000,5,1995,41135-66,None,None,중개거래,경기 성남시 분당구,25.08.27,206,개인,개인,N
41135,10300,1,0215,0000,돌마로,41135,3180007,02,0,00171,00000,정자동,더샵분당파크리버,215,59.9474,2025,6,10,126700,22,2021,41135-601,None,None,중개거래,경기 성남시 분당구,25.09.19,101동,개인,개인,N
41135,11500,1,0921,0000,판교원로,41135,3180052,02,0,00046,00000,운중동,산운마을12단지판교센트럴포레와이시티,921,55.36,2025,6,19,110000,3,2009,41135-457,None,None,중개거래,경기 성남시 분당구,25.10.24,1206,개인,개인,N
41135,11400,1,0211,0000,미금로,41135,3180016,02,0,00023,00000,구미동,무지개(1단지)(대림),211,84.97,2025,6,24,108000,8,1995,41135-180,None,None,중개거래,경기 성남시 분당구,25.10.28,109,개인,개인,N
41135,11000,1,0608,0000,판교백현로,41135,3352601,02,0,00038,00000,백현동,THESHARP판교퍼스트파크,608,84.953,2025,6,14,147000,17,2021,41135-594,None,None,중개거래,"경기 성남시 분당구, 경기 용인시 기흥구",25.09.15,107동,개인,개인,N
41135,10500,1,0092,0000,중앙공원로,41135,3180049,01,0,00020,00000,서현동,시범현대,92,129.73,2025,6,17,196000,5,1991,41135-99,None,None,중개거래,"경기 성남시 분당구, 경기 용인시 수지구",25.07.30,410,개인,개인,N
41135,10300,1,0121,0000,내정로,41135,3180003,02,0,00055,00000,정자동,상록마을(우성)1,121,162.57,2025,6,9,235000,10,1994,41135-60,O,25.10.14,중개거래,경기 성남시 분당구,None,None,개인,개인,N
41135,10300,1,0121,0000,내정로,41135,3180003,00,None,00055,00000,정자동,상록마을(우성)1,121,69.12,2025,6,7,170000,15,1994,41135-60,None,None,중개거래,경기 성남시 분당구,25.09.15,324,개인,개인,N
41135,10300,1,0006,0000,정자일로,41135,3180021,01,0,00248,00000,정자동,파크뷰,6,124.515,2025,6,17,261000,10,2004,41135-250,None,None,중개거래,경기 성남시 분당구,25.08.29,606,개인,개인,N
41135,10700,1,0518,0000,매화로,41135,3180012,01,0,00012,00000,야탑동,탑마을(주공),518,35.28,2025,6,27,54000,10,1993,41135-147,None,None,중개거래,경기 성남시 분당구,25.09.05,805,개인,개인,N
41135,10700,1,0511,0000,양현로,41135,3180042,03,0,00272,00000,야탑동,탑마을(기산)1,511,131.4,2025,6,25,160000,17,1993,41135-142,None,None,중개거래,경기 성남시 분당구,25.10.21,302,개인,개인,N
41135,10600,1,0142,0000,이매로,41135,3180047,01,0,00011,00000,이매동,아름마을(선경),142,83.58,2025,6,27,172000,14,1993,41135-84,None,None,중개거래,경기 성남시 분당구,25.10.01,601,개인,개인,N
41135,10100,1,0038,0000,수내로,41135,3180039,01,0,00181,00000,분당동,샛별마을(우방),38,133.86,2025,6,25,189000,7,1994,41135-21,O,25.08.25,중개거래,"경기 성남시 분당구, 경기 성남시 수정구",None,None,개인,개인,N
41135,10300,1,0006,0000,정자일로,41135,3180021,01,0,00248,00000,정자동,파크뷰,6,84.99,2025,6,30,238000,24,2004,41135-250,None,None,중개거래,경기 성남시 분당구,25.10.20,604,개인,개인,N
41135,11000,1,0531,0000,대왕판교로606번길,41135,4340053,00,None,00010,00000,백현동,판교알파리움1단지,531,96.148,2025,6,20,230000,9,2015,41135-529,None,None,중개거래,경기 성남시 분당구,26.03.10,101,개인,개인,N
41135,11100,1,0208,0000,정자일로,41135,3180021,02,0,00021,00000,금곡동,삼라마이다스빌,208,146.89,2025,6,27,125000,9,2004,41135-273,None,None,중개거래,경기 성남시 분당구,25.11.03,None,개인,개인,N
41135,10300,1,0015,0004,정자일로232번길,41135,4340532,01,0,00025,00000,정자동,두산제니스,15-4,84.89,2025,6,6,160000,3,2003,41135-244,None,None,중개거래,경기 성남시 분당구,25.08.21,A,개인,개인,N
41135,10500,1,0091,0000,중앙공원로,41135,3180049,01,0,00017,00000,서현동,시범한양,91,101.66,2025,6,25,182000,4,1991,41135-103,None,None,중개거래,경기 성남시 분당구,25.08.18,307,개인,개인,N
41135,11500,1,0922,0000,판교원로,41135,3180052,02,0,00068,00000,운중동,산운마을11단지(판교포레라움),922,51.13,2025,6,21,100500,5,2009,41135-466,None,None,중개거래,경기 성남시 분당구,26.04.30,1104,개인,개인,N
41135,10200,1,0052,0000,내정로174번길,41135,4340037,01,0,00042,00000,수내동,파크타운(서안),52,59.32,2025,6,10,110000,22,1993,41135-77,None,None,중개거래,경기 성남시 분당구,26.02.03,140,개인,개인,N
41135,10500,1,0092,0000,중앙공원로,41135,3180049,01,0,00020,00000,서현동,시범현대,92,84.95,2025,6,11,170000,12,1991,41135-99,None,None,중개거래,경기 성남시 분당구,25.09.10,427,개인,개인,N
41135,10300,1,0192,0000,정자로,41135,3180058,01,0,00112,00000,정자동,정든마을(5단지)(신화),192,101.82,2025,6,14,144800,7,1995,41135-63,O,25.07.08,중개거래,"경기 성남시 분당구, 경기 용인시 수지구",None,None,개인,개인,N
41135,10700,1,0511,0000,양현로,41135,3180042,03,0,00254,00000,야탑동,탑마을(쌍용)1,511,131.4,2025,6,16,143000,2,1993,41135-146,None,None,중개거래,경기 성남시 분당구,25.10.13,501,개인,개인,N
41135,10200,1,0075,0000,백현로,41135,3180022,01,0,00227,00000,수내동,푸른마을(쌍용),75,84.72,2025,6,22,153000,20,1992,41135-80,None,None,중개거래,경기 성남시 분당구,25.08.13,508,개인,개인,N
41135,11100,1,0133,0000,미금로,41135,3180016,01,0,00216,00000,금곡동,청솔마을(주공9단지),133,36.54,2025,6,23,64000,5,1995,41135-158,None,None,중개거래,경기 성남시 분당구,25.08.22,903,개인,개인,N
41135,10300,1,0180,0000,정자일로,41135,3180021,01,0,00100,00000,정자동,미켈란쉐르빌,180,194.81,2025,6,24,268000,9,2003,41135-241,None,None,중개거래,경기 성남시 분당구,None,None,개인,개인,N
41135,10300,1,0102,0000,백현로,41135,3180022,02,0,00206,00000,정자동,한솔마을(4단지)(주공),102,42.75,2025,6,18,71000,21,1994,41135-67,None,None,중개거래,경기 성남시 분당구,25.07.10,415,법인,개인,N
41135,11400,1,0201,0000,미금로,41135,3180016,02,0,00063,00000,구미동,무지개(3단지)(신한),201,69.72,2025,6,27,96000,15,1996,41135-184,O,25.07.08,중개거래,"경기 성남시 중원구, 경기 수원시 영통구",None,None,개인,개인,N
41135,10700,1,0517,0000,야탑로,41135,3180041,01,0,00124,00000,야탑동,탑마을(벽산),517,134.79,2025,6,27,140000,20,1994,41135-144,None,None,중개거래,경기 성남시 분당구,25.11.03,611,개인,개인,N
41135,10600,1,0123,0000,양현로94번길,41135,4340315,01,0,00029,00000,이매동,이매촌(청구),123,59.92,2025,6,16,129000,1,1992,41135-96,None,None,중개거래,경기 성남시 분당구,25.09.30,609,개인,개인,N
41135,11400,1,0077,0000,미금로,41135,3180016,02,0,00184,00000,구미동,까치마을(1단지)(대우롯데선경),77,84.79,2025,6,24,161000,19,1995,41135-232,None,None,중개거래,경기 성남시 분당구,25.10.30,101,개인,개인,N
41135,10600,1,0121,0000,양현로,41135,3180042,02,0,00088,00000,이매동,이매촌(동부코오롱),121,123.48,2025,6,6,180000,2,1993,41135-90,None,None,중개거래,경기 성남시 분당구,25.08.14,501,개인,개인,N
41135,10600,1,0124,0000,서현로,41135,3180034,03,0,00181,00000,이매동,이매촌(한신),124,84.9,2025,6,27,167000,15,1992,41135-97,None,None,중개거래,경기 성남시 분당구,25.08.25,202,개인,개인,N
41135,10200,1,0024,0000,내정로165번길,41135,4340034,01,0,00035,00000,수내동,양지마을(5단지)(한양501-514),24,42.56,2025,6,27,104500,4,1992,41135-73,None,None,중개거래,경기 성남시 분당구,25.10.17,514,개인,개인,N
41135,10200,1,0024,0000,내정로165번길,41135,4340034,01,0,00035,00000,수내동,양지마을(5단지)(한양501-514),24,28.16,2025,6,24,70000,3,1992,41135-73,None,None,중개거래,경기 성남시 분당구,25.08.25,513,개인,개인,N
41135,10600,1,0133,0000,탄천로,41135,3180050,01,0,00095,00000,이매동,아름마을(두산),133,132.72,2025,6,26,165000,14,1992,41135-82,O,25.07.04,중개거래,"경기 성남시 분당구, 경기 성남시 수정구",None,None,개인,개인,N
41135,10700,1,0330,0000,장미로,41135,3180048,01,0,00055,00000,야탑동,장미마을(코오롱)1,330,74.14,2025,6,23,101000,8,1993,41135-138,None,None,직거래,None,25.09.12,132,개인,개인,N
41135,10600,1,0124,0000,서현로,41135,3180034,03,0,00181,00000,이매동,이매촌(한신),124,66.27,2025,6,26,130000,11,1992,41135-97,None,None,중개거래,경기 성남시 분당구,25.09.15,207,개인,개인,N
41135,10700,1,0334,0000,장미로,41135,3180048,01,0,00101,00000,야탑동,장미마을(현대),334,41.76,2025,6,26,61700,10,1993,41135-139,O,25.07.16,중개거래,경기 성남시 분당구,None,None,개인,개인,N
41135,10900,1,0722,0000,동판교로,41135,3178016,01,0,00225,00000,삼평동,봇들마을3단지(주공),722,59.84,2025,6,21,145000,3,2009,41135-452,O,25.08.07,중개거래,경기 성남시 분당구,None,None,개인,개인,N
41135,10800,1,0623,0000,판교로,41135,3180051,03,0,00030,00000,판교동,판교원마을2단지(푸르지오),623,115.09,2025,6,18,169000,3,2009,41135-459,O,25.08.08,중개거래,경기 성남시 분당구,None,None,개인,개인,N
41135,10500,1,0291,0000,돌마로486번길,41135,4340062,01,0,00007,00000,서현동,효자촌(동아),291,84.72,2025,6,11,135000,5,1992,41135-106,None,None,중개거래,경기 성남시 분당구,25.09.19,208,개인,개인,N
41135,10600,1,0124,0000,서현로,41135,3180034,03,0,00181,00000,이매동,이매촌(한신),124,66.27,2025,6,18,132000,11,1992,41135-97,None,None,중개거래,경기 성남시 분당구,25.09.12,208,개인,개인,N
41135,10300,1,0088,0000,느티로,41135,3180004,01,0,00070,00000,정자동,느티마을(3단지)(공무원),88,58.71,2025,6,9,165000,4,1994,41135-55,None,None,중개거래,경기 성남시 분당구,25.10.31,306,개인,개인,N
41135,10700,1,0517,0000,야탑로,41135,3180041,01,0,00124,00000,야탑동,탑마을(벽산),517,101.97,2025,6,18,135000,12,1994,41135-144,None,None,중개거래,경기 성남시 분당구,25.10.29,605,개인,개인,N
41135,10700,1,0211,0000,장미로,41135,3180048,01,0,00193,00000,야탑동,매화마을(주공4),211,35.28,2025,6,27,46800,3,1993,41135-249,None,None,중개거래,경기 성남시 분당구,26.03.03,402,개인,개인,N
41135,11100,1,0133,0000,미금로,41135,3180016,01,0,00216,00000,금곡동,청솔마을(주공9단지),133,36.54,2025,6,21,65900,6,1995,41135-158,None,None,중개거래,경기 성남시 분당구,25.09.17,901,개인,개인,N
41135,10700,1,0211,0000,장미로,41135,3180048,01,0,00193,00000,야탑동,매화마을(주공4),211,41.85,2025,6,24,51800,2,1993,41135-249,None,None,중개거래,경기 성남시 분당구,25.08.22,401,개인,개인,N
41135,10900,1,0705,0000,동판교로,41135,3178016,01,0,00275,00000,삼평동,봇들마을1단지(판교신미주),705,82.794,2025,6,21,160500,9,2009,41135-440,None,None,중개거래,경기 성남시 분당구,25.08.25,118,개인,개인,N
41135,10500,1,0292,0000,불정로,41135,3180030,04,0,00397,00000,서현동,효자촌(임광),292,129.88,2025,6,18,155000,13,1992,41135-110,None,None,중개거래,경기 성남시 분당구,26.05.07,315,개인,개인,N
41135,10700,1,0334,0000,장미로,41135,3180048,01,0,00101,00000,야탑동,장미마을(현대),334,84.97,2025,6,23,113000,4,1993,41135-139,None,None,중개거래,경기 성남시 분당구,25.10.01,831,개인,개인,N
41135,10700,1,0205,0000,양현로,41135,3180042,03,0,00507,00000,야탑동,매화마을(주공3),205,38.34,2025,6,23,55500,2,1993,41135-117,None,None,중개거래,경기 성남시 분당구,25.11.28,307,개인,개인,N
41135,10300,1,0014,0003,정자일로,41135,3180021,01,0,00210,00000,정자동,동양정자파라곤(1단지),14-3,166.38,2025,6,9,203000,11,2004,41135-265,None,None,중개거래,경기 성남시 분당구,25.09.30,101,개인,개인,N
41135,10200,1,0024,0000,내정로165번길,41135,4340034,01,0,00035,00000,수내동,양지마을(5단지)(한양501-514),24,28.16,2025,6,20,68500,6,1992,41135-73,None,None,중개거래,경기 성남시 분당구,25.08.22,513,개인,개인,N
41135,11000,1,0545,0000,동판교로,41135,3178016,02,0,00122,00000,백현동,백현마을2단지,545,84.5,2025,6,3,198000,1,2009,41135-473,None,None,중개거래,"경기 성남시 분당구, 경기 용인시 수지구",25.10.31,210,개인,개인,N
41135,10500,1,0091,0000,중앙공원로,41135,3180049,01,0,00017,00000,서현동,시범한양,91,134.87,2025,6,26,220000,1,1991,41135-103,None,None,중개거래,경기 성남시 분당구,26.01.16,302,개인,개인,N
41135,11500,1,0988,0000,산운로,41135,3180031,01,0,00121,00000,운중동,산운마을6단지(신동아파밀리에),988,101.12,2025,6,19,175000,6,2009,41135-467,None,None,중개거래,경기 성남시 분당구,25.09.19,610,개인,개인,N
41135,10300,1,0006,0000,정자일로,41135,3180021,01,0,00248,00000,정자동,파크뷰,6,162.869,2025,6,23,300000,10,2004,41135-250,None,None,중개거래,경기 성남시 분당구,25.09.04,611,개인,개인,N
41135,10600,1,0133,0000,탄천로,41135,3180050,01,0,00095,00000,이매동,아름마을(두산),133,59.79,2025,6,24,96500,1,1992,41135-82,None,None,중개거래,경기 성남시 분당구,25.07.23,414,개인,개인,N
41135,11500,1,0921,0000,판교원로,41135,3180052,02,0,00046,00000,운중동,산운마을12단지판교센트럴포레와이시티,921,59.9,2025,6,13,118000,18,2009,41135-457,None,None,중개거래,경기 성남시 분당구,25.10.13,1201,개인,개인,N
41135,11500,1,0922,0000,판교원로,41135,3180052,02,0,00068,00000,운중동,산운마을11단지(판교포레라움),922,51.16,2025,6,18,103500,9,2009,41135-466,None,None,중개거래,경기 성남시 분당구,25.10.31,1103,개인,개인,N
41135,10300,1,0198,0000,불정로,41135,3180030,03,0,00195,00000,정자동,정든마을(6단지)(우성),198,48.84,2025,6,19,77000,4,1994,41135-227,None,None,중개거래,경기 성남시 분당구,25.09.15,615,개인,개인,N
41135,10700,1,0334,0000,장미로,41135,3180048,01,0,00101,00000,야탑동,장미마을(현대),334,41.76,2025,6,6,61400,5,1993,41135-139,None,None,중개거래,"경기 성남시 분당구, 경기 성남시 중원구",25.08.29,822,개인,개인,N
41135,10300,1,0198,0000,불정로,41135,3180030,03,0,00179,00000,정자동,정든마을(2단지)(동아),198,48.84,2025,6,27,75000,3,1995,41135-62,None,None,중개거래,경기 성남시 분당구,25.09.30,201,개인,개인,N
41135,10700,1,0334,0000,장미로,41135,3180048,01,0,00101,00000,야탑동,장미마을(현대),334,84.97,2025,6,27,119000,13,1993,41135-139,None,None,중개거래,경기 성남시 분당구,25.09.10,821,개인,개인,N
41135,10500,1,0087,0000,중앙공원로,41135,3180049,01,0,00053,00000,서현동,시범삼성,87,59.995,2025,6,19,139000,3,1991,41135-98,None,None,중개거래,경기 성남시 분당구,25.09.30,102,개인,개인,N
41135,10700,1,0330,0000,장미로,41135,3180048,01,0,00055,00000,야탑동,장미마을(동부),330,84.99,2025,6,17,126700,12,1993,41135-137,None,None,중개거래,"경기 성남시 분당구, 경기 성남시 중원구",25.08.20,138,개인,개인,N
41135,11400,1,0212,0000,미금로22번길,41135,4340093,01,0,00010,00000,구미동,무지개(12단지)(주공),212,58.14,2025,6,13,67500,14,1995,41135-187,None,None,중개거래,"경기 수원시 팔달구, 경기 용인시 수지구",25.09.08,1201,개인,개인,N
41135,10200,1,0024,0000,내정로165번길,41135,4340034,01,0,00035,00000,수내동,양지마을(5단지)(한양501-514),24,35.1,2025,6,21,80000,10,1992,41135-73,None,None,중개거래,경기 성남시 분당구,25.08.01,509,개인,개인,N
41135,10500,1,0091,0000,중앙공원로,41135,3180049,01,0,00017,00000,서현동,시범한양,91,134.87,2025,6,10,205000,3,1991,41135-103,None,None,중개거래,경기 성남시 분당구,25.11.03,303,개인,개인,N
41135,10500,1,0087,0000,중앙공원로,41135,3180049,01,0,00053,00000,서현동,시범삼성,87,84.69,2025,6,11,185000,22,1991,41135-98,None,None,중개거래,경기 성남시 분당구,25.09.19,130,개인,개인,N
41135,11000,1,0542,0000,동판교로,41135,3178016,02,0,00123,00000,백현동,판교푸르지오그랑블,542,117.5193,2025,6,15,370000,5,2011,41135-497,None,None,중개거래,경기 성남시 분당구,26.01.15,104,개인,개인,N
41135,10800,1,0637,0000,판교원로,41135,3180052,01,0,00237,00000,판교동,판교원마을7단지(모아미래도),637,56.555,2025,6,26,120000,6,2009,41135-439,None,None,중개거래,경기 성남시 분당구,25.08.22,707,개인,개인,N
41135,11400,1,0221,0000,무지개로,41135,3180014,01,0,00144,00000,구미동,무지개(5단지)(청구),221,85.0,2025,6,12,113000,12,1995,41135-188,None,None,중개거래,경기 성남시 분당구,25.10.20,503,개인,개인,N
41135,11400,1,0063,0000,미금일로,41135,3180061,03,0,00058,00000,구미동,까치마을(4단지)(롯데),63,70.66,2025,6,26,135000,10,1995,41135-164,O,25.07.23,중개거래,경기 성남시 분당구,None,None,개인,개인,N
41135,11400,1,0212,0000,미금로22번길,41135,4340093,01,0,00010,00000,구미동,무지개(12단지)(주공),212,49.36,2025,6,18,60000,6,1995,41135-187,None,None,중개거래,경기 성남시 분당구,25.08.21,1204,개인,개인,N
41135,10300,1,0102,0000,백현로,41135,3180022,02,0,00206,00000,정자동,한솔마을(4단지)(주공),102,35.28,2025,6,20,59900,3,1994,41135-67,None,None,중개거래,경기 성남시 분당구,25.08.14,403,개인,개인,N
41135,10700,1,0511,0000,양현로,41135,3180042,03,0,00272,00000,야탑동,탑마을(쌍용)1,511,131.4,2025,6,12,152500,12,1993,41135-146,None,None,중개거래,경기 성남시 분당구,25.08.11,305,개인,개인,N
41135,11100,1,0133,0000,미금로,41135,3180016,01,0,00216,00000,금곡동,청솔마을(주공9단지),133,36.54,2025,6,13,63300,5,1995,41135-158,None,None,중개거래,경기 성남시 분당구,25.08.11,901,개인,개인,N
41135,10300,1,0194,0000,내정로,41135,3180003,02,0,00010,00000,정자동,정든마을(7단지)(한진),194,49.5,2025,6,27,95800,9,1994,41135-228,None,None,중개거래,경기 성남시 분당구,25.12.19,705,개인,개인,N
41135,10200,1,0024,0000,내정로165번길,41135,4340034,01,0,00035,00000,수내동,양지마을(5단지)(한양501-514),24,35.1,2025,6,21,82000,14,1992,41135-73,None,None,중개거래,경기 성남시 분당구,25.07.22,512,개인,개인,N
41135,10900,1,0705,0000,동판교로,41135,3178016,01,0,00275,00000,삼평동,봇들마을1단지(판교신미주),705,82.794,2025,6,27,158000,4,2009,41135-440,O,25.08.29,중개거래,경기 성남시 분당구,None,None,개인,개인,N
41135,10300,1,0102,0000,백현로,41135,3180022,02,0,00206,00000,정자동,한솔마을(4단지)(주공),102,35.28,2025,6,7,59800,8,1994,41135-67,None,None,중개거래,경기 성남시 분당구,25.07.23,403,개인,개인,N
