rnum,platPlc,sigunguCd,bjdongCd,platGbCd,bun,ji,mgmPmsrgstPk,bldNm,splotNm,block,lot,jimokCdNm,jiyukCdNm,jiguCdNm,guyukCd,guyukCdNm,jimokCd,jiyukCd,jiguCd,archGbCd,archGbCdNm,platArea,archArea,bcRat,totArea,vlRatEstmTotArea,vlRat,mainBldCnt,atchBldDongCnt,mainPurpsCd,mainPurpsCdNm,hhldCnt,hoCnt,fmlyCnt,totPkngCnt,stcnsSchedDay,stcnsDelayDay,realStcnsDay,archPmsDay,useAprDay,crtnDay
216,경기도 성남시 분당구 백현동 502번지,41135,11000,0,0502,0000,1089100066854, , , , ,대,도시지역,비행안전제2구역(전술),UQQ600,토지거래계약에관한허가구역,08,UQA001,UNE412, , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20201202, ,20220909
217,경기도 성남시 분당구 백현동 502번지,41135,11000,0,0502,0000,1000000000000000761146,백현동단독주택, , , ,대,도시지역, ,UNB001,비행안전구역,08,UQA001, ,0200,증축,4467.0,822.79,18.4193,4859.34,1254.08,28.0743,1,2,01000,단독주택,1,0,0,0,20251117, ,20251113,20250708, ,20251113
218,경기도 성남시 분당구 백현동 502번지,41135,11000,0,0502,0000,1089100032046,백현동 502 (정용진), , , ,대,도시지역,비행안전제2구역(전술),UML100,배수구역,08,UQA001,UNE412,0200,증축,4467.0,818.77,18.3293,2981.89,1186.87,26.5697,1,1,01000,단독주택,0,0,1,0,20130502, ,20130502,20130501,20130705,20220909
219,경기도 성남시 분당구 백현동 502-1번지,41135,11000,0,0502,0001,108912452, , , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,602.0,116.91,19.42,115.29,115.29,19.15,1,0,01000,단독주택,1,0,0,1,20021214,20020918,20021214,20000919, ,20220909
220,경기도 성남시 분당구 백현동 502-2번지,41135,11000,0,0502,0002,1089100007251,백현동주택, , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,490.0,95.17,19.42,315.32,184.07,37.57,1,0,01000,단독주택,1,0,0,0,20040527, ,20040531,20040524,20090908,20220909
221,경기도 성남시 분당구 백현동 502-2번지,41135,11000,0,0502,0002,108912464, , , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,490.0,96.71,19.74,262.85,176.07,35.93,1,0,01000,단독주택,0,0,0,2, ,20020918, ,20000919, ,20220909
222,경기도 성남시 분당구 백현동 502-2번지,41135,11000,0,0502,0002,108914692,백현동주택, , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,490.0,96.34,19.66,292.62,159.78,32.61,1,0,01000,단독주택,1,0,0,2,20040527, ,20040531,20040524, ,20220909
223,경기도 성남시 분당구 백현동 502-3번지,41135,11000,0,0502,0003,108912453,백현동 주택, , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,810.0,137.7,17.0,135.54,135.54,16.73,1,0,01000,단독주택,1,0,0,2,20021214,20020918,20021214,20000919, ,20220909
224,경기도 성남시 분당구 백현동 502-6번지,41135,11000,0,0502,0006,1089100045474,백현동 502-6 단독주택 (이기운), , , ,대,도시지역, , , ,08,UQA001, ,0700,용도변경,681.0,135.65,19.92,346.83,257.45,37.8,1,0,01000,단독주택,0,1,1,0, , , ,20160622, ,20220909
225,경기도 성남시 분당구 백현동 502-6번지,41135,11000,0,0502,0006,108912454,백현동주택, , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,681.0,135.65,19.92,346.83,257.45,37.8,1,0,01000,단독주택,1,0,0,2,20030811,20020918,20030811,20000919,20041228,20220909
226,경기도 성남시 분당구 백현동 502-7번지,41135,11000,0,0502,0007,108912455,백현동 502-7 단독주택, , , ,대,보전녹지지역, , , ,08,1310, ,0100,신축,660.0,131.28,19.89,373.59,254.64,38.58,1,0,01000,단독주택,0,0,1,2,20050418, ,20050503,20000919,20091216,20220909
227,경기도 성남시 분당구 백현동 502-8번지,41135,11000,0,0502,0008,1089100009094,분당 백현동 단독주택, , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,660.0,131.85,19.98,321.63,256.94,38.93,1,0,01000,단독주택,0,0,1,0,20090728, ,20090731,20090519,20101230,20220909
228,경기도 성남시 분당구 백현동 502-8번지,41135,11000,0,0502,0008,1089100010377, , , , ,잡종지,보전녹지지역, , , ,28,1310, , , ,660.0,27.0,0.0,27.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20090724, ,20220909
229,경기도 성남시 분당구 백현동 502-8번지,41135,11000,0,0502,0008,108912456,., , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,660.0,116.91,17.71,115.29,115.29,17.47,1,0,03000,제1종근린생활시설,0,0,0,2,20050418, ,20050503,20000919, ,20220909
230,경기도 성남시 분당구 백현동 502-9번지,41135,11000,0,0502,0009,1089100041237, , , , ,잡종지,보전녹지지역,비행안전제2구역(전술),UML200,하수처리구역,28,UQA410,UNE412,0100,신축,490.0,97.92,19.9837,329.59,187.92,38.351,1,0,01000,단독주택,1,0,0,0,20150907, ,20150903,20150415,20160909,20220909
231,경기도 성남시 분당구 백현동 502-9번지,41135,11000,0,0502,0009,108914053, , , , , , , , , , , , , , ,0.0,27.0,0.0,27.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20020723, ,20220909
232,경기도 성남시 분당구 백현동 503-1번지,41135,11000,0,0503,0001,108912457,., , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,662.0,116.91,18.62,115.29,115.29,17.42,1,0,01000,단독주택,1,0,0,2,20021214,20020918,20021214,20000919, ,20220909
233,경기도 성남시 분당구 백현동 503-1번지,41135,11000,0,0503,0001,1089100012326, , , , ,잡종지, , , , ,28, , , , ,4465.0,243.0,0.0,378.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20091221, ,20220909
234,경기도 성남시 분당구 백현동 503-1번지,41135,11000,0,0503,0001,1089100011075,단독주택 (백현동주택), , , ,잡종지,도시지역, ,990,기타구역,28,0100, ,0100,신축,4467.0,788.24,17.65,2952.03,1157.01,25.9,1,0,01000,단독주택,0,0,1,0,20091123, ,20091120,20090915,20100907,20220909
235,경기도 성남시 분당구 백현동 503-3번지,41135,11000,0,0503,0003,108912458,백현동 주택, , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,746.0,116.91,15.67,115.29,115.29,15.45,1,0,01000,단독주택,1,0,0,2,20021214,20020918,20021214,20000919, ,20220909
236,경기도 성남시 분당구 백현동 503-4번지,41135,11000,0,0503,0004,108912459,., , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,660.0,116.91,17.71,115.29,115.29,17.47,1,0,01000,단독주택,1,0,0,2,20021214,20020918,20021214,20000919, ,20220909
237,경기도 성남시 분당구 백현동 504번지,41135,11000,0,0504,0000,108911944,백현동 단독주택, , , ,대,보전녹지지역, , , ,08,1310, ,0100,신축,660.0,131.79,19.97,304.05,251.49,38.1,1,0,01000,단독주택,0,0,1,2, , ,20000526,20000308,20030808,20220909
238,경기도 성남시 분당구 백현동 504-3번지,41135,11000,0,0504,0003,1000000000000000339669,BH-1, , , ,대,도시지역, , , ,08,UQA01X, ,0100,신축,1799.0,350.92,19.51,1963.87,923.4,51.33,1,0,09000,의료시설,0,0,0,0,20240201, ,20240311,20230719, ,20240828
239,경기도 성남시 분당구 백현동 504-3번지,41135,11000,0,0504,0003,108912580,정인환 다가구주택, , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,1662.0,223.56,13.45,372.24,372.24,22.4,2,0,01000,단독주택,0,0,0,4, ,20021204, ,20001205, ,20220909
240,경기도 성남시 분당구 백현동 504-3번지,41135,11000,0,0504,0003,108914605,., , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,1719.0,342.54,19.93,342.54,342.54,19.93,1,0,03000,제1종근린생활시설,0,0,0,2,20041005, ,20041005,20040618,20090302,20220909
241,경기도 성남시 분당구 백현동 504-4번지,41135,11000,0,0504,0004,108912100,분당주택, , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,917.0,182.06,19.85,658.67,531.36,57.95,1,0,01000,단독주택,0,0,3,6,20010402, ,20010410,20000714,20021115,20220909
242,경기도 성남시 분당구 백현동 504-5번지,41135,11000,0,0504,0005,108912583,강동화 다가구주택, , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,1781.0,223.56,12.55,372.24,372.24,20.9,2,0,01000,단독주택,0,0,0,4, ,20021211, ,20001212, ,20220909
243,경기도 성남시 분당구 백현동 504-7번지,41135,11000,0,0504,0007,1089100031343,"1동(본건물), 2동(한식정자)", , , ,잡종지,도시지역, ,UOC999,보호구역기타,28,UQA001, ,0100,신축,1947.0,365.36,18.77,824.68,584.02,30.0,2,0,01000,단독주택,0,1,0,0,20130410, ,20130411,20130322,20140527,20220909
244,경기도 성남시 분당구 백현동 504-7번지,41135,11000,0,0504,0007,1089100031344, , , , ,잡종지,도시지역, ,UOC999,보호구역기타,28,UQA001, , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20130322, ,20220909
245,경기도 성남시 분당구 백현동 504-7번지,41135,11000,0,0504,0007,1089100034796, , , , ,잡종지,도시지역, ,UOC999,보호구역기타,28,UQA001, , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20140109, ,20220909
246,경기도 성남시 분당구 백현동 504-8번지,41135,11000,0,0504,0008,1000000000000000330093, , , , ,잡종지,보전녹지지역, , , ,28,UQA410, , , ,965.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20230704, ,20250513
247,경기도 성남시 분당구 백현동 504-10번지,41135,11000,0,0504,0010,1089100031342,백현동 504-10 제1종근린생활시설 (박종호), , , ,잡종지,보전녹지지역, , , ,28,UQA410, ,0100,신축,943.0,161.79,17.16,222.96,222.96,23.64,1,0,03000,제1종근린생활시설,0,0,0,0, ,20150321, ,20130322, ,20220909
248,경기도 성남시 분당구 백현동 504-10번지,41135,11000,0,0504,0010,1089100031341, , , , ,잡종지,도시지역, ,UOC999,보호구역기타,28,UQA001, ,0100,신축,1682.0,335.94,19.97,1228.09,530.72,31.55,1,0,01000,단독주택,0,0,1,0,20150521,20150321,20150601,20130322,20161011,20220909
249,경기도 성남시 분당구 백현동 504-17번지,41135,11000,0,0504,0017,1089100047117, , , , ,대, , , , ,08, , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20161125, ,20220909
250,경기도 성남시 분당구 백현동 504-17번지,41135,11000,0,0504,0017,108912460,., , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,526.0,104.88,19.94,291.15,186.27,35.41,1,0,01000,단독주택,0,0,3,2,20020409, ,20020409,20000919,20030807,20220909
251,경기도 성남시 분당구 백현동 504-17번지,41135,11000,0,0504,0017,1089100048055,백현동 504-17 단독주택 (이동환), , , ,대,보전녹지지역, , , ,08,UQA410, ,0100,신축,526.0,104.745,19.91,330.135,200.79,38.17,1,0,01000,단독주택,1,0,0,0,20170908, ,20170908,20170308,20180723,20220909
252,경기도 성남시 분당구 백현동 504-18번지,41135,11000,0,0504,0018,108912476,그린하우스, , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,700.0,137.65,19.66,215.27,215.27,30.75,1,0,01000,단독주택,0,0,1,2,20020830,20020926,20020830,20000827,20060927,20220909
253,경기도 성남시 분당구 백현동 504-18번지,41135,11000,0,0504,0018,1000000000000000388942,그린하우스, , , ,대,보전녹지지역, ,UJC100,소하천구역,08,UQA410, ,0200,증축,700.0,137.46,19.64,414.54,266.04,38.01,1,0,01000,단독주택,0,0,1,0,20231117, ,20231122,20231016,20240926,20240926
254,경기도 성남시 분당구 백현동 504-18번지,41135,11000,0,0504,0018,1089100042816,백현동 504-18 (정호현), , , ,대,도시지역, ,UJC100,소하천구역,08,UQA001, ,0100,신축,700.0,136.95,19.5643,495.5,244.14,34.8771,1,0,01000,단독주택,1,0,0,0, ,20170818, ,20150918, ,20220909
255,경기도 성남시 분당구 백현동 504-20번지,41135,11000,0,0504,0020,1089100007668, , , , ,잡종지,보전녹지지역, , , ,28,1310, , , ,717.0,27.0,0.0,27.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20090224, ,20220909
256,경기도 성남시 분당구 백현동 504-20번지,41135,11000,0,0504,0020,108912461,., , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,717.0,141.9,19.79,326.8,257.71,35.94,1,0,01000,단독주택,0,0,1,1,20021214,20020918,20021214,20000919, ,20220909
257,경기도 성남시 분당구 백현동 504-22번지,41135,11000,0,0504,0022,108912099,분당주택, , , ,유원지,보전녹지지역, , , ,24,1310, ,0100,신축,916.0,182.06,19.88,1131.14,531.36,58.01,1,0,01000,단독주택,0,0,3,12,20010402, ,20010410,20000714,20021115,20220909
258,경기도 성남시 분당구 백현동 511-3번지,41135,11000,0,0511,0003,108913813,백현511-3, , , ,잡종지,보전녹지지역, , , ,28,1310, ,0100,신축,96.0,14.64,15.25,14.64,14.64,15.25,1,0,03000,제1종근린생활시설,0,0,0,0,20030224, ,20030224,20021029, ,20251026
259,경기도 성남시 분당구 백현동 511-3번지,41135,11000,0,0511,0003,1000000000000000900176, , , , ,잡종지,도시지역, , , ,28,UQA001, ,0100,신축,86.0,17.13,19.92,17.13,17.13,19.92,1,0,03000,제1종근린생활시설,0,0,0,0, , , ,20260310, ,20260310
260,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089100033688,남서울골프장, , , ,체육용지, , , , ,23, , ,0200,증축,1118446.0,8178.3,0.7312,19797.55,11083.44,0.99,18,0,13000,운동시설,0,0,0,0,20140104, ,20140109,20130926,20140304,20220909
261,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089100074235,남서울 골프장, , , ,대,보전녹지지역, ,UQQ100,도시계획구역,08,UQA410, ,0200,증축,1118446.0,8832.91,0.7897,21539.51,12825.51,1.1467,22,0,13000,운동시설,0,0,0,0,20220222, ,20220224,20220125,20220610,20220909
262,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089100042110,백현동 511-25 운동시설 (이규일), , , ,체육용지,도시지역,비행안전제2구역(전술),UOC999,보호구역기타,23,UQA001,UNE412,0200,증축,1118446.0,8770.2,0.78,21438.66,12724.55,1.1377,22,0,13000,운동시설,0,0,0,0,20150731, ,20150807,20150720,20160329,20220909
263,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089100048138, , , , ,체육용지,보전녹지지역, ,UOC999,보호구역기타,23,UQA410, , , ,1118446.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20170321, ,20220909
264,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089100029021,남서울골프장, , , ,체육용지,보전녹지지역, , , ,23,UQA410, ,0600,대수선,1118446.0,8178.3,0.7312,19755.32,11041.21,0.9872,18,0,13000,운동시설,0,0,0,0, , , ,20121116, ,20220909
265,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089100044520, , , , ,체육용지,도시지역, ,UOC999,보호구역기타,23,UQA001, , , ,18.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20160310, ,20220909
266,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089100021168,남서울 골프장 부대시설, , , ,체육용지,보전녹지지역, ,UQQ100,도시계획구역,23,UQA410, ,0700,용도변경,1118446.0,7316.89,0.65,19535.82,9499.67,0.85,17,0,13000,운동시설,0,0,0,0, , , ,20110819,20110830,20220909
267,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089100042111, , , , ,체육용지,도시지역,비행안전제2구역(전술),UOC999,보호구역기타,23,UQA001,UNE412, , ,1118446.0,72.0,0.0,72.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20150720, ,20220909
268,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089667,남서울 골프장 부대시설, , , ,체육용지,보전녹지지역, ,010,도시계획구역,23,1310, ,0200,증축,1118446.0,7316.89,0.65,19535.82,9499.67,0.85,17,0,13000,운동시설,0,0,0,675,20060801, ,20060801,20060626,20090723,20220909
269,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089100025632,남서울골프장, , , ,체육용지,보전녹지지역, , , ,23,UQA410, ,0200,증축,1118446.0,8178.3,0.73,19755.32,11041.21,0.99,18,0,13000,운동시설,0,0,0,0,20120611, ,20120625,20120517,20120921,20220909
270,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089100045472, , , , ,체육용지, , , , ,23, , , , ,0.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20160621, ,20220909
271,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089100015909,백현동 511-25 운동시설, , , ,체육용지,보전녹지지역, , , ,23,UQA410, ,0700,용도변경,1118446.0,7332.89,0.65,19551.82,9515.67,0.85,18,0,13000,운동시설,0,0,0,0, , , ,20100914, ,20220909
272,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089100015266,백현동 511-25 남서울골프장, , , ,체육용지, , , , ,23, , ,0700,용도변경,1118446.0,7316.89,0.65,19535.82,9499.67,0.85,17,0,13000,운동시설,0,0,0,0, , , ,20100806,20100819,20220909
273,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089100028195,남서울골프장, , , ,체육용지, , , , ,23, , ,0700,용도변경,1118446.0,8178.3,0.7312,19755.32,11041.21,0.9872,18,0,13000,운동시설,0,0,0,0, , , ,20120928,20121002,20220909
274,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089100015526,백현동 511-25  남서울골프장, , , ,체육용지,보전녹지지역, , , ,23,UQA410, ,0200,증축,1118446.0,7332.89,0.65,19551.82,9515.67,0.85,18,0,13000,운동시설,0,0,0,0,20100831, ,20100830,20100823,20100914,20220909
275,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089100035857,백현동 511-25 운동시설 (경원건설(주)대표이사 이규일), , , ,체육용지,도시지역, ,UOC999,보호구역기타,23,UQA001, ,0200,증축,1118446.0,8178.3,0.7312,19833.34,11119.23,0.9941,18,0,13000,운동시설,0,0,0,0,20140421, ,20140414,20140401,20140429,20220909
276,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089100042130,백현동 511-25 운동시설 (경원건설(주) 대표이사 이규일), , , ,체육용지,도시지역,비행안전제2구역(전술),UOC999,보호구역기타,23,UQA001,UNE412,0700,용도변경,1118446.0,8178.3,0.7312,19833.34,11119.23,0.9942,21,0,13000,운동시설,0,0,0,0, , , ,20150722,20150731,20220909
277,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089100048105, , , , ,체육용지,보전녹지지역, ,UOC999,보호구역기타,23,UQA410, , , ,1118446.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20170314, ,20220909
278,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,1089100011133,남서울 골프장 부대시설, , , ,체육용지,보전녹지지역, ,010,도시계획구역,23,1310, ,0700,용도변경,1118446.0,7316.89,0.65,19535.82,9499.67,0.85,17,0,13000,운동시설,0,0,0,0, , , ,20090917,20090924,20220909
279,경기도 성남시 분당구 백현동 511-28번지,41135,11000,0,0511,0028,1089100004988, , , , ,체육용지,보전녹지지역, ,010,도시계획구역,23,1310, , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20080317, ,20220909
280,경기도 성남시 분당구 백현동 511-28번지,41135,11000,0,0511,0028,1089100005906, , , , ,대, , , , ,08, , , , ,125205.0,84.0,0.0,84.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20080623, ,20220909
281,경기도 성남시 분당구 백현동 511-28번지,41135,11000,0,0511,0028,108916102, , , , , , , , , , , , , , ,125205.0,72.0,0.0,72.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20070130, ,20220909
282,경기도 성남시 분당구 백현동 516번지,41135,11000,0,0516,0000,1089100050045, , , , ,대,준주거지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA130,UNE412, , ,52418.0,54.0,0.0,54.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20170922, ,20220909
283,경기도 성남시 분당구 백현동 516번지,41135,11000,0,0516,0000,1089100049658, , , , ,대, , , , ,08, , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20170817, ,20220909
284,경기도 성남시 분당구 백현동 516번지,41135,11000,0,0516,0000,1089100019547,백현동 516 교육연구시설 (한국식품연구원 대표 이무하), , , ,대, , , , ,08, , ,3000,가설건축물축조허가,102698.0,144.0,0.1402,144.0,144.0,0.1402,3,0,10000,교육연구시설,0,0,0,0,20110321, ,20110511,20110303,20110517,20220909
285,경기도 성남시 분당구 백현동 516번지,41135,11000,0,0516,0000,1089100058513, , , , ,대, , , , ,08, , , , ,38522.0,36.0,0.0,36.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190530, ,20240701
286,경기도 성남시 분당구 백현동 516번지,41135,11000,0,0516,0000,1089100057145, , , , ,대,준주거지역, ,UNE412, ,08,UQA130, , , ,25588.0,72.0,0.0,126.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190312, ,20240701
287,경기도 성남시 분당구 백현동 516번지,41135,11000,0,0516,0000,1089100048717, , , , ,대,준주거지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA130,UNE412, , ,52418.0,54.0,0.0,54.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20170523, ,20220909
288,경기도 성남시 분당구 백현동 516번지,41135,11000,0,0516,0000,1089100058389, , , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412, , ,52418.0,63.0,0.0,117.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190522, ,20220909
289,경기도 성남시 분당구 백현동 516번지,41135,11000,0,0516,0000,1089100050183, , , , ,대,준주거지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA130,UNE412, , ,48669.0,99.0,0.0,99.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20171017, ,20220909
290,경기도 성남시 분당구 백현동 516번지,41135,11000,0,0516,0000,1089100048670, , , , ,대,준주거지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA130,UNE412, , ,38522.0,225.0,0.0,225.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20170518, ,20240701
291,경기도 성남시 분당구 백현동 516-20번지,41135,11000,0,0516,0020,1089100058448, , , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412, , ,52418.0,27.0,0.0,27.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190527, ,20220909
292,경기도 성남시 분당구 백현동 516-20번지,41135,11000,0,0516,0020,1089100060571, , , , ,대,준주거지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA130,UNE412, , ,52418.0,27.0,0.0,54.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190926, ,20220909
293,경기도 성남시 분당구 백현동 516-20번지,41135,11000,0,0516,0020,1089100055865, , , , ,대,준주거지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA130,UNE412, , ,25588.0,585.0,0.0,585.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190103, ,20220909
294,경기도 성남시 분당구 백현동 516-20번지,41135,11000,0,0516,0020,1089100058449, , , , ,대, , , , ,08, , , , ,52418.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190527, ,20220909
295,경기도 성남시 분당구 백현동 516-20번지,41135,11000,0,0516,0020,1089100050735, , , , ,대,준주거지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA130,UNE412, , ,25588.0,630.0,0.0,1251.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20171208, ,20220909
296,경기도 성남시 분당구 백현동 516-20번지,41135,11000,0,0516,0020,1089100058548, , , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412, , ,52418.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190531, ,20240701
297,경기도 성남시 분당구 백현동 516-20번지,41135,11000,0,0516,0020,1089100054592, , , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412, , ,25588.0,202.0,0.0,404.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20181008, ,20220909
298,경기도 성남시 분당구 백현동 516-21번지,41135,11000,0,0516,0021,1089100052840, , , , ,임야, , ,UQQ300,지구단위계획구역,05, , ,0100,신축,29859.0,0.0,0.0,39.78,0.0,0.0,1,0,04000,제2종근린생활시설,0,0,0,0,20181001, ,20181005,20180528,20210724,20220909
299,경기도 성남시 분당구 백현동 516-23번지,41135,11000,0,0516,0023,1089100058566, , , , ,임야,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,05,UQA001,UNE412, , ,524.0,12.0,0.0,12.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190603, ,20220909
300,경기도 성남시 분당구 백현동 516-27번지,41135,11000,0,0516,0027,1089100058525, , , , ,임야, , , , ,05, , , , ,52418.0,28.0,0.0,28.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190530, ,20220909
301,경기도 성남시 분당구 백현동 516-27번지,41135,11000,0,0516,0027,1089100060232, , , , ,임야,준주거지역,비행안전제2구역(전술),UOA120,상대보호구역,05,UQA130,UNE412, , ,17983.0,9.0,0.0,9.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190902, ,20220909
302,경기도 성남시 분당구 백현동 516-27번지,41135,11000,0,0516,0027,1089100058405, , , , ,임야,도시지역,비행안전제2구역(전술),UOA120,상대보호구역,05,UQA001,UNE412, , ,17983.0,162.0,0.0,324.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190523, ,20220909
303,경기도 성남시 분당구 백현동 516-27번지,41135,11000,0,0516,0027,1089100058588, , , , ,임야, , , , ,05, , , , ,17699.0,162.0,0.0,324.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190604, ,20220909
304,경기도 성남시 분당구 백현동 517번지,41135,11000,0,0517,0000,1000000000000000762571, , , , ,공원,도시지역,비행안전제2구역(전술),UOA120,상대보호구역,22,UQA001,UNE412, , ,233.0,63.0,0.0,63.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20250710, ,20260206
305,경기도 성남시 분당구 백현동 517번지,41135,11000,0,0517,0000,1000000000000000589707, , , , ,공원,도시지역, , , ,22,UQA01X, , , ,2856.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20240924, ,20240924
306,경기도 성남시 분당구 백현동 517번지,41135,11000,0,0517,0000,1000000000000000905341, , , , ,공원,도시지역, ,UQQ300,지구단위계획구역,22,UQA001, , , ,2856.0,147.4,0.0,216.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20260317, ,20260410
307,경기도 성남시 분당구 백현동 517번지,41135,11000,0,0517,0000,1000000000000000581292, , , , ,공원,도시지역, , , ,22,UQA001, , , ,233.0,36.0,0.0,36.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20240904, ,20240904
308,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1089100039288, , , , ,잡종지, , , , ,28, , , , ,38339.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20141201, ,20220909
