rnum,platPlc,sigunguCd,bjdongCd,platGbCd,bun,ji,mgmBldrgstPk,mgmUpBldrgstPk,bldgId,regstrGbCd,regstrGbCdNm,regstrKindCd,regstrKindCdNm,newPlatPlc,bldNm,splotNm,block,lot,bylotCnt,naRoadCd,naBjdongCd,naUgrndCd,naMainBun,naSubBun,jiyukCd,jiguCd,guyukCd,jiyukCdNm,jiguCdNm,guyukCdNm,crtnDay
205,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100213027,10891117699,2120101910000653,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0,UQA410, , ,보전녹지지역, , ,20220909
206,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100182642,10891117699,2120081910000616,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0, , , , , , ,20220909
207,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100182634,10891117699,2120081910000608,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0, , , , , , ,20220909
208,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100182631,10891117699,2120081910000605,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0, , , , , , ,20220909
209,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100182632,10891117699,2120081910000606,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0, , , , , , ,20220909
210,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100182633,10891117699,2120081910000607,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0, , , , , , ,20220909
211,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100182638,10891117699,2120081910000612,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0, , , , , , ,20220909
212,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100182639,10891117699,2120081910000613,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,63,411353352601,11002,0,161,0, , , , , , ,20220909
213,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100182640,10891117699,2120081910000614,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0, , , , , , ,20220909
214,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100182643,10891117699,2120081910000617,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0, , , , , , ,20220909
215,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100193276,10891117699,2120091910000498,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,0,411353352601,11002,0,161,0, , , , , , ,20230704
216,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100246743,10891117699,2120141910000074,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0,UQA410, , ,보전녹지지역, , ,20220909
217,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891118443,10891117699,2120041910006829,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0, , , , , , ,20220909
218,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100193277,10891117699,2120091910000499,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울 골프장 부대시설, , , ,59,411353352601,11002,0,161,0, , , , , , ,20220909
219,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891118442,10891117699,2120041910006830,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0, , , , , , ,20250414
220,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891117699,0,2020041910000371,1,일반,1,총괄표제부,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0,1310, , ,보전녹지지역, , ,20230704
221,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100246744,10891117699,2120141910000075,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0,UQA410, , ,보전녹지지역, , ,20220909
222,경기도 성남시 분당구 백현동 516-15번지,41135,11000,0,0516,0015,10891100299267,0,2120171910000145,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 82 (백현동),정산별서, , , ,0,411353352601,11002,0,82,0,UQA410, ,UOA120,보전녹지지역, ,상대보호구역,20220909
223,경기도 성남시 분당구 백현동 516-15번지,41135,11000,0,0516,0015,10891100299268,0,2120171910000146,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 82 (백현동),정산별서, , , ,0,411353352601,11002,0,82,0,UQA410, ,UOA120,보전녹지지역, ,상대보호구역,20220909
224,경기도 성남시 분당구 백현동 516-21번지,41135,11000,0,0516,0021,10891100343238,0,2120211910000205,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 32 (백현동), , , , ,2,411353352601,11002,0,32,0,UQA410, ,UQQ300,보전녹지지역, ,지구단위계획구역,20240923
225,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,10891100215742,0,2020101910000038,1,일반,1,총괄표제부, ,판교연계설비동, , , ,0, , ,0,0,0,UQA001, ,UQQ310,도시지역, ,제1종지구단위계획구역,20230711
226,경기도 성남시 분당구 백현동 520번지,41135,11000,0,0520,0000,10891100183734,0,2120091910000057,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로 572 (백현동), , , , ,0,411353180005,11003,0,572,0,1030,280,301,준주거지역,택지개발예정지구,제1종지구단위계획구역,20220909
227,경기도 성남시 분당구 백현동 521번지,41135,11000,0,0521,0000,10891100323633,10891100197819,2120201910000010,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로560번길 9 (백현동),한국가스공사 판교관리소,성남판교(택) 공공시설용지 가스공급시설 가스-01, , ,0,411354340052,11001,0,9,0,1330, , ,자연녹지지역, , ,20220909
228,경기도 성남시 분당구 백현동 521번지,41135,11000,0,0521,0000,10891100197821,10891100197819,2120091910000686,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로560번길 9 (백현동),한국가스공사 판교관리소,성남판교(택) 공공시설용지 가스공급시설 가스-01, , ,0,411354340052,11001,0,9,0,1330, , ,자연녹지지역, , ,20250213
229,경기도 성남시 분당구 백현동 521번지,41135,11000,0,0521,0000,10891100197820,10891100197819,2120091910000685,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로560번길 9 (백현동),한국가스공사 판교관리소,성남판교(택) 공공시설용지 가스공급시설 가스-01, , ,0,411354340052,11001,0,9,0,1330, , ,자연녹지지역, , ,20220909
230,경기도 성남시 분당구 백현동 521번지,41135,11000,0,0521,0000,10891100197822,10891100197819,2120091910000687,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로560번길 9 (백현동),한국가스공사 판교관리소,성남판교(택) 공공시설용지 가스공급시설 가스-01, , ,0,411354340052,11001,0,9,0,1330, , ,자연녹지지역, , ,20220909
231,경기도 성남시 분당구 백현동 521번지,41135,11000,0,0521,0000,10891100197819,0,2020091910000041,1,일반,1,총괄표제부,경기도 성남시 분당구 대왕판교로560번길 9 (백현동),한국가스공사 판교관리소,성남판교(택) 공공시설용지 가스공급시설 가스-01, , ,0,411354340052,11001,0,9,0,1330, , ,자연녹지지역, , ,20250213
232,경기도 성남시 분당구 백현동 522번지,41135,11000,0,0522,0000,10891100196570,0,2120091910000604,1,일반,2,일반건축물,경기도 성남시 분당구 서현로 20 (백현동),성남판교자동크린넷-4, , , ,0,411353180034,11004,0,20,0,1030, ,301,준주거지역, ,제1종지구단위계획구역,20240923
233,경기도 성남시 분당구 백현동 523번지,41135,11000,0,0523,0000,1000000000000006715703,10891100349852,2120251916351765,1,일반,2,일반건축물,경기도 성남시 분당구 판교역로 87 (백현동),초소, , , ,0,411353179025,11002,0,87,0,UQA001,UNE412,UQQ300,도시지역,비행안전제2구역(전술),지구단위계획구역,20251114
234,경기도 성남시 분당구 백현동 523번지,41135,11000,0,0523,0000,10891100247403,10891100349852,2120141910000107,1,일반,2,일반건축물,경기도 성남시 분당구 판교역로 75 (백현동),판교어린이도서관, , , ,1,411353179025,11002,0,75,0,UQA001,UNE412,UQQ310,도시지역,비행안전제2구역(전술),제1종지구단위계획구역,20240923
235,경기도 성남시 분당구 백현동 523번지,41135,11000,0,0523,0000,10891100349852,0,2020221910000002,1,일반,1,총괄표제부, , , , , ,0, , ,0,0,0,UQA001, ,UQQ310,도시지역, ,제1종지구단위계획구역,20251114
236,경기도 성남시 분당구 백현동 523번지,41135,11000,0,0523,0000,10891100349851,10891100349852,2120221910000022,1,일반,2,일반건축물,경기도 성남시 분당구 판교역로 87 (백현동),백현하나어린이집, , , ,1,411353179025,11002,0,87,0,UQA001,UNE412,UQQ310,도시지역,비행안전제2구역(전술),제1종지구단위계획구역,20240923
237,경기도 성남시 분당구 백현동 524번지,41135,11000,0,0524,0000,10891100337613,10891100355031,2120211910000042,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로560번길 73 (백현동), , , , ,0,411354340052,11001,0,73,0, , , , , , ,20220909
238,경기도 성남시 분당구 백현동 524번지,41135,11000,0,0524,0000,10891100337611,10891100355031,2120211910000040,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로560번길 73 (백현동), , , , ,0,411354340052,11001,0,73,0, , , , , , ,20220909
239,경기도 성남시 분당구 백현동 524번지,41135,11000,0,0524,0000,10891100337614,10891100355031,2120211910000043,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로560번길 73 (백현동), , , , ,0,411354340052,11001,0,73,0, , , , , , ,20220909
240,경기도 성남시 분당구 백현동 524번지,41135,11000,0,0524,0000,10891100337612,10891100355031,2120211910000041,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로560번길 73 (백현동), , , , ,0,411354340052,11001,0,73,0, , , , , , ,20220909
241,경기도 성남시 분당구 백현동 524번지,41135,11000,0,0524,0000,10891100337615,10891100355031,2120211910000044,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로560번길 73 (백현동), , , , ,0,411354340052,11001,0,73,0, , , , , , ,20220909
242,경기도 성남시 분당구 백현동 524번지,41135,11000,0,0524,0000,10891100354472,10891100355031,2120221910000151,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로560번길 73 (백현동), , , , ,0,411354340052,11001,0,73,0,1330, , ,자연녹지지역, , ,20220909
243,경기도 성남시 분당구 백현동 524번지,41135,11000,0,0524,0000,10891100355031,0,2020221910000012,1,일반,1,총괄표제부,경기도 성남시 분당구 대왕판교로560번길 73 (백현동), , , , ,0,411354340052,11001,0,73,0, , , , , , ,20220909
244,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198041,10891100198022,2220091910012866,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
245,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198092,10891100198085,2220091910012914,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
246,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198159,10891100198148,2220091910012978,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
247,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198055,10891100198043,2220091910012879,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
248,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197964,10891100197938,2220091910012793,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
249,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197897,10891100197882,2220091910012728,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
250,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197911,10891100197910,2220091910012741,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
251,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197983,10891100197971,2220091910012810,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
252,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198058,10891100198043,2220091910012882,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
253,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198155,10891100198148,2220091910012974,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
254,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198208,10891100197831,2120091910000718,2,집합,3,표제부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
255,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197909,10891100197882,2220091910012740,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
256,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197952,10891100197938,2220091910012781,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
257,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197988,10891100197971,2220091910012815,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
258,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198018,10891100197991,2220091910012844,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
259,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198038,10891100198022,2220091910012863,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
260,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198075,10891100198064,2220091910012898,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
261,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197960,10891100197938,2220091910012789,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
262,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198083,10891100198064,2220091910012906,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
263,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198197,10891100198169,2220091910013015,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
264,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197851,10891100197832,2220091910012684,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
265,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198069,10891100198064,2220091910012892,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
266,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198203,10891100197831,2120091910000713,2,집합,3,표제부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
267,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198210,10891100197831,2120091910000720,2,집합,3,표제부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
268,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197907,10891100197882,2220091910012738,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
269,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198111,10891100198106,2220091910012932,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
270,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197855,10891100197832,2220091910012688,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
271,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197862,10891100197832,2220091910012695,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
272,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198006,10891100197991,2220091910012832,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
273,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197903,10891100197882,2220091910012734,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
274,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197973,10891100197971,2220091910012800,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
275,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198078,10891100198064,2220091910012901,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
276,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197853,10891100197832,2220091910012686,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
277,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198017,10891100197991,2220091910012843,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
278,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197845,10891100197832,2220091910012678,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
279,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197949,10891100197938,2220091910012778,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
280,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197880,10891100197863,2220091910012712,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
281,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198123,10891100198106,2220091910012944,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
282,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197876,10891100197863,2220091910012708,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
283,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197877,10891100197863,2220091910012709,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
284,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197906,10891100197882,2220091910012737,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
285,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198000,10891100197991,2220091910012826,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
286,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198059,10891100198043,2220091910012883,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
287,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198062,10891100198043,2220091910012886,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
288,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198110,10891100198106,2220091910012931,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
289,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198167,10891100198148,2220091910012986,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
290,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198186,10891100198169,2220091910013004,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
291,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198001,10891100197991,2220091910012827,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
292,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198125,10891100198106,2220091910012946,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
293,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198174,10891100198169,2220091910012992,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
294,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198179,10891100198169,2220091910012997,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
295,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197946,10891100197938,2220091910012775,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
296,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197948,10891100197938,2220091910012777,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
297,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198011,10891100197991,2220091910012837,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
298,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198093,10891100198085,2220091910012915,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
299,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198165,10891100198148,2220091910012984,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
300,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198016,10891100197991,2220091910012842,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
301,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198137,10891100198127,2220091910012957,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
302,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197976,10891100197971,2220091910012803,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
303,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198003,10891100197991,2220091910012829,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
304,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198142,10891100198127,2220091910012962,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
305,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198177,10891100198169,2220091910012995,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
306,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197921,10891100197910,2220091910012751,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
307,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197950,10891100197938,2220091910012779,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
308,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197919,10891100197910,2220091910012749,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
